,calm_id,street,intersecti,intersec_1,spd_hump,traf_islan,spd_cush,Installed,geometry,NeighbourhoodPortion,Neighbourhood
696,1754.0,Lonborough Ave,Keele St,Carnarvon St,4.0,0.0,0.0,1998,"LINESTRING (-79.47442052894327 43.692765413864656, -79.47338696835926 43.69299581819914, -79.47236672631169 43.69321856513745, -79.47133051397145 43.69346267734184, -79.47031239144056 43.693682553007285, -79.4692563787172 43.69392179863672, -79.46821990161435 43.69414989609595, -79.46637638798671 43.69455775557222)",1.0,112
742,1838.0,King George's Dr,Trethewey Dr,Keele St,2.0,0.0,0.0,1998,"LINESTRING (-79.47934253196598 43.693683374063305, -79.47921117010296 43.69388503603673, -79.47888544308158 43.694383294852166, -79.47877261399697 43.69454073582279, -79.47859543378642 43.694783480137026, -79.47841620576666 43.69509871188614, -79.47635428846213 43.6955557767276, -79.47618448468081 43.69561083103677, -79.47601424096489 43.69568035921724, -79.47580159961284 43.69580144734469, -79.47569406196392 43.69591328535075, -79.47521955633624 43.696329581286975)",1.0,112
803,2085.0,Kane Ave,Eglinton Ave W,Rogers Rd,8.0,,,2022,"LINESTRING (-79.470404689528 43.69123398649916, -79.46740748848714 43.68428236125292, -79.46654617846276 43.682065465435436)",0.0009289470037189174,112
811,2099.0,Clearview Hts,Trethewey Dr,Trethewey Dr,5.0,,,2022,"MULTILINESTRING ((-79.48145445547596 43.69251681503163, -79.48157105476592 43.692493517584204, -79.481663835309 43.692478624399406, -79.481765482348 43.692473417150936, -79.48176731829773 43.69247331842846, -79.48186878611652 43.6924864837996, -79.48199094115178 43.69250937204389, -79.48210644287593 43.6925553755894, -79.4822174741077 43.692617993990474, -79.48228478562604 43.692655637457605, -79.48325409391177 43.69342087114916), (-79.48033391116594 43.69278566042964, -79.48142948416813 43.69252180584983, -79.4814544567167 43.692516814131714), (-79.47849198868255 43.69325868123784, -79.47994372507388 43.69294648169683, -79.48003992063457 43.692916407784786, -79.48011752524683 43.692873722311596, -79.48019948691417 43.69281804853315, -79.48033391488596 43.69278566493098))",1.0,112
812,2043.0,Lester Ave,Keele St,Richardson Ave,1.0,,,2022,"LINESTRING (-79.47411796663803 43.69122222899587, -79.47183667636894 43.691735030151136)",1.0,112
830,2121.0,Glenhaven St,Strathnairn Ave,Yore Rd,,,3.0,2022,"LINESTRING (-79.47093736959323 43.69660883363462, -79.4701586520451 43.692880159839596)",1.0,112
356,952.0,Lavender Road,Keele Street,Old Weston Road,3.0,0.0,0.0,2006,"LINESTRING (-79.46643277598281 43.68061718892652, -79.46682395001659 43.68053142308407, -79.46685414101424 43.68052480484256, -79.46696010870141 43.68050158191827, -79.46882772192285 43.68009207735503, -79.46939620747189 43.67996526903268, -79.47053797547578 43.67971055554532)",1.0,110
402,1041.0,Cameron Avenue,Scott Road,Kane Avenue,2.0,0.0,0.0,2003,"LINESTRING (-79.46998011676489 43.6902762299251, -79.47230865483463 43.68976861603134)",1.0,110
648,1672.0,Cameron Ave,Keele St,Scott Rd,1.0,0.0,0.0,1998,"LINESTRING (-79.47463611540155 43.6892432098616, -79.47278595660607 43.689660875115365, -79.47230865017643 43.68976861828114)",1.0,110
667,1697.0,Aileen Ave,Keele St,Kane Ave,4.0,0.0,0.0,1998,"LINESTRING (-79.47204745529638 43.68325539267389, -79.47151005254611 43.683370157406294, -79.47082529645628 43.68351639696761, -79.46970826767813 43.683779863769395, -79.46740748848714 43.68428236125292)",1.0,110
761,1870.0,Blackthorn Ave,Rowntree Ave,Rogers Rd,2.0,0.0,0.0,1998,"LINESTRING (-79.46223367709143 43.683029879468286, -79.46218009816769 43.68288265326047, -79.46185350761007 43.68212153272518, -79.46163615875484 43.68155774881887, -79.46149394579213 43.681207307512956)",0.8132299541583772,110
792,2119.0,Rosethorn Ave,Rogers Rd,Rockwell Ave,9.0,,,2021,"LINESTRING (-79.46440468573175 43.68254839348799, -79.46205593200374 43.6770070892611)",0.2644894889860264,110
794,2118.0,Rowntree Ave,Old Weston Rd,Prescott Ave,5.0,,,2021,"LINESTRING (-79.46048887596902 43.68140089660711, -79.46060289106283 43.68139762931481, -79.46151731309914 43.68120063019718, -79.4647136882537 43.680495924245676, -79.46601274990235 43.68021030105026)",0.12364514696912055,110
803,2085.0,Kane Ave,Eglinton Ave W,Rogers Rd,8.0,,,2022,"LINESTRING (-79.470404689528 43.69123398649916, -79.46740748848714 43.68428236125292, -79.46654617846276 43.682065465435436)",0.999071052996281,110
804,2134.0,Harlton Cres,Silverthorn Ave,Haverson Blvd,1.0,,,2022,"LINESTRING (-79.46523241690076 43.688826327083056, -79.46584477120666 43.688668021387414, -79.46591669165831 43.68864328811094, -79.46600875895399 43.68861158559874, -79.46607671914242 43.68856617483335, -79.4661337592473 43.688480110480306, -79.46629164060721 43.687976818763836, -79.46632527694605 43.68790925427812, -79.46638737591192 43.68780046184644, -79.46647694060896 43.68770940209166, -79.46655666568172 43.68765292996344, -79.46663900956575 43.68759106760537, -79.46686970997693 43.68744037386478)",1.0,110
357,953.0,Gledhill Avenue,Danforth Ave,Cosburn Ave,12.0,0.0,0.0,2004,"LINESTRING (-79.30854990603093 43.68665939367523, -79.30853896776233 43.686702513621526, -79.30854688702377 43.68675938241262, -79.30870137230347 43.68708492619328, -79.30884981370862 43.68739776587376, -79.30921595977212 43.68824486657336, -79.310389376162 43.690918455978256, -79.31100751171249 43.692389868169606, -79.31153432136368 43.6935551280095, -79.3115525257114 43.6936422754744, -79.31226010074165 43.69531234856997, -79.31231362967334 43.69542891087353, -79.31237856996317 43.69560055635471, -79.31242115251503 43.69566317675396, -79.31248940600808 43.69572017046645, -79.31254396480192 43.695756181012435, -79.31266461775378 43.69580049622395, -79.31277016290855 43.695848126872896, -79.31296212030774 43.695921190063, -79.3130454496224 43.69604203642819, -79.31325536270192 43.69632820711774, -79.31327999689607 43.69636357770883, -79.31330718692844 43.69639719422774, -79.31332454490054 43.696426965082715, -79.31333283797665 43.69645872711562, -79.31333161314113 43.69649137516985, -79.3133148763704 43.69653820960086, -79.31329709449265 43.69658646923268, -79.31311961870148 43.69701867565045)",0.9310856445742165,60
382,995.0,Strathmore Boulevard,Coxwell Av,Woodbine Avenue,9.0,0.0,0.0,2006,"LINESTRING (-79.3239561323403 43.68418324552071, -79.32120324339337 43.6847568312649, -79.31798754550249 43.6854539640461, -79.31558973249307 43.685965882721476, -79.31359502569951 43.68639672912084, -79.31313144124364 43.68654165974008)",0.002086016613048788,60
416,1100.0,Plains Road,Coxwell Avenue,Woodbine Ave,10.0,0.0,0.0,2006,"LINESTRING (-79.32876335220514 43.69595748112438, -79.32812643503229 43.69609660692369, -79.3276360383034 43.69620373881826, -79.32668347737084 43.696422227159935, -79.3257366748252 43.69661902945494, -79.32478403697107 43.696825525614216, -79.32374300982997 43.69704550224902, -79.32269109711422 43.697263067699325, -79.32166759341396 43.69748156273062, -79.32064880425129 43.697707392971026, -79.31938789173917 43.697973404948264, -79.31821123686987 43.69823426774845)",0.002108473026139793,60
445,1181.0,Cedarvale Ave,Strathmmore Blvd,Sammon Ave,5.0,0.0,0.0,2007,"LINESTRING (-79.31130110596878 43.68696546408119, -79.31184928908594 43.688225571159116, -79.31239117499545 43.6894942261666, -79.31325611211051 43.69150633418159)",1.0,60
454,1195.0,Main Street,Lumsden Avenue,Hamstead Avenue,3.0,0.0,0.0,2007,"LINESTRING (-79.30475176118735 43.69484887210331, -79.30518683459069 43.695889131801316, -79.30561115325978 43.696844215548346, -79.30566797011359 43.696952888220636, -79.30570683744565 43.69699473808653, -79.30575023715244 43.69703868998759, -79.30581991994408 43.697064123199645, -79.30643534374751 43.6969488168876, -79.30645186615938 43.69694244378697, -79.30646501006588 43.69693750627828, -79.30647867165494 43.696933134677955, -79.30649259145125 43.69692928912665, -79.30650675679776 43.69692597844057, -79.30652127680109 43.696923294274846, -79.30653579351194 43.696921168299745, -79.30655055349577 43.69691965819091, -79.30656543169846 43.69691879811152, -79.30658034255686 43.69691854177465, -79.30659521291193 43.69691884307707, -79.30660996707317 43.69691974591721, -79.30662474249979 43.69692121631556, -79.30663937312798 43.69692342288637, -79.3066533769652 43.696925413081765, -79.30666923536921 43.69693426469842, -79.30668558766703 43.6969427634726, -79.30670242727633 43.696950702217116, -79.3067195172513 43.6969581224417, -79.30673712921858 43.69696507318886, -79.30675509078459 43.69697150688551, -79.30677343764295 43.69697747808353, -79.30678262081845 43.69698011717599)",0.23116729618385187,60
659,1689.0,Sammon Ave,Woodbine Ave,Woodmount Ave,2.0,0.0,0.0,1998,"LINESTRING (-79.31750346842269 43.69057776547475, -79.31511475350837 43.6911027021925)",0.009461894482128952,60
681,1722.0,Hamstead Avenue,Westlake Avenue,Westlake Crescent,2.0,0.0,0.0,2018,"LINESTRING (-79.30915811254167 43.696529640624355, -79.30809605438895 43.696761082074666)",1.0,60
682,1723.0,Hamstead Ave,Westlake Cres,Chisholm Ave,2.0,0.0,0.0,1998,"LINESTRING (-79.30808375044118 43.696754756970286, -79.30710696419887 43.696991961851445, -79.30708761173845 43.696995619886, -79.30706812412961 43.696998863626824, -79.30704840295712 43.697001431868536, -79.30702854700975 43.697003468799124, -79.30700855637406 43.69700494741452, -79.30698859244121 43.69700583198062, -79.30696861813763 43.69700607742811, -79.30694850894676 43.69700582756966, -79.30692853831388 43.69700492084043, -79.30690856928773 43.69700351003339, -79.30688871400909 43.69700144231392, -79.30686900920846 43.69699887076727, -79.30684941804174 43.696995678313634, -79.30683008909274 43.69699195521687, -79.30681098514434 43.69698770141448, -79.30679201964314 43.69698282674716, -79.30678262081844 43.69698011717599)",1.0,60
687,1733.0,Trenton Ave,Woodbine Ave,Cedarvale Ave,2.0,0.0,0.0,1998,"LINESTRING (-79.31834823431932 43.69860237626953, -79.3170926533543 43.69886787625061, -79.31683986169416 43.69892566703225, -79.31675451748714 43.698938375778624, -79.31668229906909 43.69894700079868, -79.31658811169342 43.69894244866961)",1.0,60
688,1734.0,Cedarvale Ave,Trenton Ave,Cosburn Ave,3.0,0.0,0.0,1998,"LINESTRING (-79.31563537768709 43.69684283727016, -79.31593470804012 43.697541113207535, -79.31625050836085 43.69823936963351, -79.31652551320067 43.69886742121139, -79.31658811169342 43.69894244866961)",1.0,60
807,2110.0,Dunkirk Rd,Woodbine Ave,Woodmount Ave,2.0,,,2022,"LINESTRING (-79.31855398254812 43.69281843855538, -79.31609318734259 43.69336422395259)",0.00027780507200227903,60
838,2140.0,Cambrai Ave,Westlake Ave,Chisholm Ave,,,2.0,2022,"LINESTRING (-79.30885568172134 43.695825079058565, -79.3066482112079 43.69632413970994)",1.0,60
845,2138.0,Chisholm Ave,Lumsden Ave,Hamstead Ave,,,3.0,2022,"LINESTRING (-79.30602918576463 43.69493712847126, -79.30633777115024 43.69563816016175, -79.3066482112079 43.69632413970994, -79.30680975074607 43.69676401021511, -79.3068126740224 43.696784727336166, -79.3068149508449 43.69680625348891, -79.30681635783071 43.69682784028095, -79.30681692235234 43.69684946255471, -79.3068166049158 43.69687105633366, -79.30681542058035 43.69689256763499, -79.30681337863392 43.69691419450469, -79.30681055682903 43.696935676034094, -79.30680679230316 43.69695711996448, -79.30680059673595 43.69698506337019)",1.0,60
854,2150.0,Oak Park Ave,Lumsden Ave,Cosburn Ave,,,1.0,2022,"LINESTRING (-79.31037610777756 43.69393322323497, -79.31068684046343 43.694623444211466, -79.31096946795807 43.695285788307885, -79.31099739420864 43.69535282279161, -79.31102917443505 43.695436993273844, -79.3110519899058 43.695507537934155, -79.31106652006129 43.69558590099887, -79.31107723621494 43.695645876930705, -79.31108135674867 43.695668981292535, -79.31109470377454 43.695752392172366, -79.31111589526071 43.69579931540116, -79.31114976728773 43.69584994024267, -79.31116837641405 43.695877758258234, -79.31121887408457 43.695915853612966, -79.31128432198726 43.69595427877587, -79.31137123133146 43.69599280142911, -79.31143298436842 43.696010454217245, -79.31149459088668 43.69603172528646, -79.31157115759285 43.6960533180308, -79.31164476941237 43.69608757080097, -79.31170133901517 43.69613632368301, -79.31183918259333 43.69628119930384, -79.31211334725826 43.69663843989976, -79.31232077741228 43.69693428688914)",1.0,60
359,961.0,Fallingbrook Road,Windsor Avenue,Kingston Road,5.0,0.0,0.0,2004,"LINESTRING (-79.2774522088776 43.6779968188339, -79.27764146413159 43.67845945504707, -79.27801336840943 43.679390452464894, -79.27801676947516 43.679403406297816, -79.27866109027872 43.68092717099355, -79.27894540101896 43.68161493813875, -79.27922384591413 43.6822728763104)",1.0,122
360,962.0,Courcellette Road,Windsor Avenue,Kingston Road,5.0,0.0,0.0,2004,"LINESTRING (-79.27856701020396 43.67775507200363, -79.27862011033282 43.67788775187007, -79.2801668783314 43.6816305738359, -79.28027678770643 43.681871217948256)",1.0,122
361,963.0,Blantyre Avenue,Windsor Avenue,Kingston Road,5.0,0.0,0.0,2004,"LINESTRING (-79.2797035061997 43.67750614046155, -79.28126190748567 43.68127983529685, -79.28132775604783 43.68147387805654)",1.0,122
362,964.0,Victoria Park Avenue,Queen Street,Bracken Avenue,4.0,0.0,0.0,2004,"LINESTRING (-79.28018984205082 43.6742895060863, -79.28052456794914 43.67507460445075, -79.28126591789314 43.676881016159435, -79.2818812587791 43.67835635485804, -79.28192621267128 43.678408685889934, -79.28198633140586 43.67844212948692, -79.28202764359273 43.67845816500058, -79.28211761120811 43.67848026194271, -79.2822598496721 43.678505188092224, -79.28246208210038 43.678539668154094, -79.28298689961272 43.678632377356706, -79.28305005612978 43.678637611737024, -79.283137664284 43.678652415286585)",1.0,122
862,2157.0,Nursewood Rd,Queen St E,Nursewood Rd (South End),,,3.0,2022,"LINESTRING (-79.28121955213678 43.67396324496191, -79.2811979123283 43.67387329833399, -79.28031534834896 43.6718051788258)",0.0020156470893996936,122
363,965.0,Scarden Avenue,Arkona Drive,Birchmount Road,8.0,0.0,0.0,2004,"LINESTRING (-79.30409485504728 43.77237394613761, -79.30292959151207 43.77265662205253, -79.30187512641177 43.77290845545802, -79.30050360428042 43.77322292293562, -79.29948808514409 43.773457620863546, -79.2989319882466 43.77357980245555, -79.29882264649088 43.77359470619371, -79.29873547192243 43.77360344802431, -79.29865152839535 43.77360427854965, -79.29845842996352 43.77359719064002, -79.29828936235467 43.773588335257486, -79.29820563686243 43.77358191166651, -79.29815164935005 43.77358322380341, -79.29810603193553 43.773588640195584, -79.29805301934321 43.77360772222458, -79.2958656261992 43.77410966014635, -79.29559661868383 43.77416872084712, -79.29554149343785 43.774175074900064, -79.29548366261825 43.77417125034546, -79.29541364953343 43.774173744818725, -79.29533542445675 43.77418407611409, -79.29525650293395 43.77420055554354, -79.29503594803442 43.77425280134795)",1.0,118
366,969.0,Yardley Avenue,Victoria Park Avenue,Westview Boulevard,7.0,0.0,0.0,2005,"LINESTRING (-79.30631214526977 43.71205820355749, -79.30625320112465 43.71205810460377, -79.30615160972708 43.71205793197853, -79.30603488823874 43.71205773315648, -79.3058983194271 43.71208001088618, -79.30574777242754 43.71210675430187, -79.30552502442868 43.71215588244678, -79.30382686866072 43.71253105652855, -79.30063694924787 43.71324116041513, -79.29804156558932 43.71379470787109)",0.9972931568324783,54
367,970.0,Tiago Avenue,Victoria Park Avenue,Westview Boulevard,8.0,0.0,0.0,2005,"LINESTRING (-79.30702664952787 43.711141271247946, -79.30691581054589 43.711123080670625, -79.30678161017903 43.711131852718914, -79.30661750472996 43.71114958168361, -79.30647743321714 43.711180848113884, -79.30479135295276 43.711551551520834, -79.30354021407385 43.71184195986416, -79.3025277926918 43.712056251069676, -79.30033990181892 43.71253403768076, -79.29775863059693 43.7131337983772)",0.9975862710396702,54
420,1112.0,Doris Drive,Denvale Rd,St Clair Av E,5.0,0.0,0.0,2006,"LINESTRING (-79.31535683456447 43.70516457179169, -79.31627436508897 43.70729486477801, -79.31643018737422 43.70769567122942, -79.31646803368525 43.707745245676584, -79.31652644725229 43.70779034192144, -79.31660965457388 43.70784448296409, -79.31674287872815 43.707898703112534, -79.31686836021083 43.7079484152205, -79.31755111169572 43.7082330383658)",1.0,54
479,1272.0,Westview Blvd,St. Calir Ave E,Holland Avenue,9.0,0.0,0.0,2008,"LINESTRING (-79.31010964126469 43.70601563616545, -79.31020203232464 43.706227323434874, -79.31025597750696 43.70633542900866, -79.31028201100527 43.70644349117292, -79.31029723143449 43.70653352981688, -79.31029271082689 43.70661453391607, -79.3102917193903 43.70668654127931, -79.31029652368949 43.70675856227319, -79.31028982889625 43.70679455086301, -79.31027611721997 43.706839538659956, -79.31026975053994 43.706889037913626, -79.31025327475432 43.70695201961811, -79.31022789020231 43.70701048475261, -79.31020017220138 43.70706895140546, -79.31015693813771 43.7071318977294, -79.31009653681919 43.707226301925, -79.31003774516607 43.70730271312478, -79.30991229933687 43.707491533741695, -79.30972934654258 43.70771626680044, -79.30969818442287 43.7077612216071, -79.30958240007007 43.707959062515414, -79.30897285585068 43.708696153943166, -79.30821217652948 43.7096400304388, -79.30788307838048 43.710094051148815, -79.3075646935612 43.71046706857682, -79.30702664952787 43.711141271247946, -79.30631214526977 43.71205820355749, -79.3055844822254 43.71296161047227, -79.30485475516457 43.71389651352038, -79.30408973172327 43.71482684538949)",1.0,54
